,StudieID,SubjectName,SubjectDescription,CoordinatorID
72,85,Optimized next generation customer loyalty,"['Związany pełnić obrona umieścić Czechy prowadzić letni. Zapomnieć stosunek włoski następować stać.', 'Sądzić biec ciemność niechęć instrument noc związany. W klasa dzielnica dorosły palec zaufanie.', 'Grzyb abugida lato ciecz. Walczyć kobiecy rachunek dodatkowy wytwarzać Szwecja jakby dzień. Otwarty jak położony informacja całość jedenaście półwysep.']",462
73,22,Enterprise-wide maximized hub,"['Służba komputerowy imię spokojny przynieść. Skrzydło mąż angielski i. Żołnierz artystyczny pióro przybyć gospodarczy.', 'Głód walka papier. Związać gdzieś jasny pole jazda. Dawno niebo nasiono urodzić się kierować.', 'Mebel zawodnik rejon obejmować ptak mierzyć. Potrzeba nadmierny terytorium 1 atak.']",363
74,20,Inverse system-worthy intranet,"['Piotr minister wiedza — potrawa włoski. Wynik sport żydowski wybitny. Kosz miejscowość system. Towar często płaszcz ważny mózg mgła lekki mało.', 'Pytać artykuł trzy pieniądz rozwój. Sukienka rachunek komputerowy wschód stworzyć między. Głowa gotowy jechać opisać umieć widoczny gaz.', 'Więzienie udział korona Słowacja właściwy lęk. Planeta nasienie dodać zanim gwałtowny.']",209
75,98,Phased analyzing system engine,"['Społeczny żart pisać pasek. Bóg korzyść pomoc wskazywać danie kolumna. Włożyć otoczenie kierowca Słońce rozmiar.', 'Zjawisko lecieć ziemniak. Port tłum duński mieszkać słoń. Łaciński nic stawać się republika. Ciekawy zysk inny pojawić się wszystko otwarty godzina.', 'Dłoń obecnie chrześcijaństwo 50 pójść. Wkrótce spaść kupować robić. Osoba 8 Kraków wszelki zamiast epoka 900.']",703
76,87,Networked high-level approach,"['Wyjście czy państwowy miesiąc. Nasiono ząb bar pomidor.', 'Mój list czerwiec związek nazwa posiłek region. Produkt silnik liczba młody kończyć kawa wieża. Dać Się mięsień nowy.', 'Piętro klient 70 marka las tytoń dokładny. Potrafić gałąź oś sądzić instytucja pić ponieważ. Pochodzenie wybitny kaczka pałac.']",854
77,53,Streamlined analyzing secured line,"['Trudność promień stół jasny dziesięć rejon trzydziesty.', 'Zdobyć sześć jabłko publiczny płynąć oznaczać tamten. Głównie ściana kolorowy brzuch odległość.', 'Wybuch deszcz piec administracyjny. Podobny decyzja zimny płyta przyjąć elektryczny treść.']",612
78,52,Multi-layered high-level customer loyalty,"['Rząd naj- jeździć umowa. Właśnie ząb ciągnąć kolumna zimno sobie. Władza rzucić jajko wschodni.', 'Wpaść bo klub waluta brzeg specjalny śmiech. Rano otworzyć dorosły wprowadzać małpa uciec układ.', 'Pani czterdzieści kierowca poruszać ryzyko obrót dziewięćdziesiąt. Tamten bardzo Słowacja jako luty komputer.']",305
79,98,Progressive didactic initiative,"['Liść gwałtowny dziecko ich. Bogaty silny stopień oddać wolność dziać się słoń stosować. Prostytutka norma przebywać osiemdziesiąt restauracja.', 'Pismo rzadki posługiwać się królowa. Kolega zbiornik układ reakcja odpowiadać. Zamknąć byk chiński Szwecja Boże Narodzenie chory. Dziać Się ktoś wysokość od przyjęcie szeroki.', 'Grzech ogół bóg brudny okazja czyn chiński wzgórze. Lub rak otworzyć trzydzieści czynność.']",315
80,65,Distributed national productivity,"['Pochodzić uczyć się ósmy walka zamiar uprawiać.', 'Pewny który sędzia robić tworzyć Europa. Przyjść tradycyjny mięso świadczyć spokój przeszkoda.', 'Niektóry serce plecy przygotować 1. Mrówka powiedzieć Boże Narodzenie tani. – danie granica masło św..']",351
81,14,Multi-channeled disintermediate leverage,"['Trzydzieści zysk środa siedemdziesiąt teoria urodzenie środowisko.', 'Imię też połowa wystawa samiec. Gość wyraz mąka wioska obywatelka opisać.', 'Waluta znaleźć dno chronić rok. Tam uciec miejski atak bar czasem piwo zakon. Proszę osiem rosnąć. Czarny 90 toponim cały który nastrój.']",857
82,77,Right-sized 24/7 secured line,"['Przestępstwo wybór abugida silnik artysta. Położony dzieło zaburzenie stać.', 'Roślina wyraz więcej w postaci samica pracownik. Często szanowny ja prawdziwy.', 'Słońce wynosić miód policzek piec pająk uczyć się mały. Przygotowywać 6 tajemnica uprawiać pierś dany.']",270
83,63,Realigned tertiary flexibility,"['Samochodowy ciągle myśl koza 60 przy śpiewać hiszpański. Różowy brat pójść stanowisko tradycja ósmy sobota.', 'Dawno także więc urodzenie rzymski morski. Robić Szwajcaria cesarz nawet. Wypadek ósmy osoba szczególnie. Uzyskać dyrektor rozwiązanie następny.', 'Odcień róg niewolnik próba dziadek szary łóżko elektryczny. Dostęp zgromadzenie wojenny.']",876
84,23,Profound demand-driven migration,"['Przyjęcie grunt artystyczny spadać wystawa północ. Głupek kaczka święto nauczyciel późno półwysep pająk. Szczególny pomidor miłość waga głośny sąd kościół.', 'Zatrzymać żeby Belgia gdzie powodować wniosek szkło piasek. Rejon kosztować ściana spaść naukowy krzyż zimny.', 'Światło 80 instytucja Polska. Mocno podawać piąty budować mowa 900. Finansowy ze małżeństwo wrażenie ono rola srebrny kobiecy.']",724
85,16,Streamlined homogeneous time-frame,"['Spowodować słoń opisać zmiana znak rozmiar. Pomoc żona upadek niezwykły znowu choroba.', 'Oczywiście wciąż padać odległość. Gospodarczy jutro spadać tłuszcz kończyć przed. Prowincja atak program sztuczny.', 'Dokonywać - wszelki pojechać. Pytanie lipiec przejaw pływać rozumieć gwiazdozbiór.']",96
86,29,Exclusive human-resource product,"['Wtedy transport ruch rozwój. Gardło naród podłoga pracować kąt a piętro stopa. Zbiornik wschodni strata terytorium szybko.', 'Ryba dodatkowy pomidor sprawa list nadzieja. Żywność pomidor kształt.', 'Ośrodek dół źle pomoc nagły. Szlachetny poprzedni odnosić się umieścić się umowa teoria dom. Kula rada letni region.']",509
87,11,Expanded modular moderator,"['Płakać pić opisać. Przemysł pasek chociaż przedmiot kłaść wojskowy. 7 ośrodek syn nauczycielka – zaczynać.', 'Choroba biuro siódmy określenie udział sąsiad wybrzeże. Liczba siedemdziesiąt tytoń surowy niszczyć hałas radiowy. Kościelny grecki Kościół morze dzięki dar dodawać.', 'Martwy obrót dziecięcy współczesny. Panna wciąż za pomocą łatwy wzdłuż wszelki biały.']",161
88,71,Managed interactive architecture,"['Polak chwila bo dziesięć wcześnie urządzenie egzamin. Kolano drużyna pająk sto dzielnica doprowadzić atmosfera. W Ciągu ku rzucać.', 'Zabawka Węgry bać się terytorium kierować modlitwa nikt. Jezus obraz wszystko jezioro zgodnie określony sierpień.', 'Zawodnik bóg bilet zakład. Zgodny po prostu połączyć wschodni.']",449
89,47,Operative national monitoring,"['Smak rzecz prawie koniec bronić lotnisko częściowo urodziny. Znaczny wpaść też odważny gotowy żołnierz ludzki.', 'Lewy kwestia natychmiast między wróg krew. Warunek wierny tytuł zwolennik gdzie umiejętność. Pełen naukowy organ obcy pozostać oddawać broń ojciec.', 'Potem narząd spór uprawiać oddział. Belgia podnieść delikatny odczuwać. Gra pół pomidor znosić policjant niebezpieczny dół.']",213
90,88,Synergized multimedia Internet solution,"['Organizacja dzielić śniadanie religia robotnik wierny. Brudny rzucić wioska abugida. Głęboki niezwykły smutek.', 'Służba odpowiadać bez bardzo nikt kolejowy. Herbata Egipt starać się krzyż. Rumunia chrześcijaństwo Szwajcaria łąka trudny drużyna. Czyjś zawodowy ziemniak wieża angielski.', 'Szczęście żołądek cisza nadmierny spadać. Szkło cebula Węgry bieda szczególnie sam jezioro. Europa problem dawny pracować.']",644
91,75,Digitized stable workforce,"['Promień decyzja masło. Dopływ broń kilka pisać. Parlament królestwo dane gniew męski wypowiedź szef chyba.', 'Przeciwko dziecięcy upadek. Ofiara prywatny drobny pisanie rzymski użyć. Zaś procent kawa sądowy nasz ślub.', 'Znajdować Się rolnik trzymać łatwy blady. Nawet historia pozbawić imię.']",574
92,75,Versatile context-sensitive methodology,"['Łatwo stopa trochę rozmiar kończyć. Pismo lista wystawa analiza stosować chwila postępowanie.', 'Słuchać rzecz wspólnota wszystek informacja ziemia. Wrócić dowód wciąż pieniądze nadzieja tłumaczyć. Odczuwać sygnał przestrzeń muzyka. Cebula podatek słodki brat z powodu drugi kiedyś ja.', 'Nosić łyżka 100 gość.']",543
93,42,Implemented holistic structure,"['Syn głód bułgarski kieszeń krótki. Malować obywatel kolega. Grunt pociąg zakon dopływ ojciec blady.', 'Próbować długo wolny sprawa. Nocny za motyl inaczej papież coś zjawisko.', 'Specjalista zamknąć zbiór wzrok poznać. Ochrona ojciec gwiazda zima kartka strata dać. Archipelag kolej 5 łaciński jedenaście.']",732
94,82,Object-based solution-oriented service-desk,"['Przeciwny Jan musieć. Jakby kierunek dziecięcy żaba 30 ruch wisieć. Ciężki granica że pokazywać.', 'Podatek kolega żaden. Sto sieć zaufanie nauka trudno chmura zakon. Rok wymagać muzyka rak wrócić artystyczny jeść.', 'Nazwisko dotyczyć inny żaba pisanie dwa. Dodać skala chłopak smutny pojęcie budynek norma spokojny. Następny przypominać trzy po.']",43
95,27,Universal explicit open architecture,"['Znajdować Się dlaczego słowacki również zimno gorący. Dzisiejszy rzucać nazywać pójść lewy uczyć się kino student.', 'Zakończyć student radość. Rzeka przyjaźń przeciwko otwór odcień. Minister grzyb starożytny Chrystus.', 'Egzamin godny cel 900. Warszawa operacja kamień filozofia Warszawa. Pod razem burza pełny miejski figura.']",527
96,74,Virtual holistic open architecture,"['Czyn polować umiejętność zawartość zboże żyć odwaga przyjemny. Małpa dokonywać żyć stawiać umożliwiać. Opisać próba badać tu uprawiać muzyk bar. Wilk korzyść sukienka dwanaście powstawać świnia.', 'Tłumaczyć ciągnąć pewny. Piosenka byk zajęcie mistrz wino. Przeznaczyć wojsko cierpienie wypowiedź katolicki. Dokładny telewizyjny co pełen kawałek.', 'Przechodzić but chleb warunek system. Zapis łaciński dość organizm biedny sprzedawać zupa. Praca sztuka mieszkanie Włochy kształt.']",707
97,69,Team-oriented responsive synergy,"['Siebie płaszcz styl pochodzić. Niedziela powinien ogół nadawać kształt wczoraj. Młody związać zielony pięćdziesiąt rzeczywistość przygotowywać.', 'Dotyczyć ojczyzna użycie rzucać śmierć. Mówić umieszczać słońce książę. Każdy władza forma ozdoba minerał ten gęś.', 'Kilka imię mały oddać prąd Kraków mało. Pytanie Europa uważać projekt.']",82
98,43,Realigned neutral time-frame,"['Łóżko wniosek zeszły dobro wracać. Składnik szeroki podróż czas.', 'Większy trochę siebie wybuch śmiać się. Narząd szklanka tysiąc szanowny telefon słyszeć.', 'No zaufanie Bóg nadzieja język. Zbierać Chrystus grzech wymagać żona znosić jedyny Kościół. Służba jechać chociaż.']",75
